movement_id,product_id,type,quantity,old_quantity,new_quantity,unit_price,note,created_at
MOV00539,PROD0042,SALE,3,64,61,9000,Xuất kho bán hàng ORD00168,2025-01-30
MOV00540,PROD0053,SALE,3,30,27,40000,Xuất kho bán hàng ORD00168,2025-01-30
MOV00541,PROD0099,SALE,1,42,41,22000,Xuất kho bán hàng ORD00168,2025-01-30
MOV00542,PROD0017,SALE,1,53,52,50000,Xuất kho bán hàng ORD00169,2025-01-30
MOV00543,PROD0067,SALE,2,45,43,30000,Xuất kho bán hàng ORD00169,2025-01-30
MOV00544,PROD0097,SALE,1,27,26,10000,Xuất kho bán hàng ORD00169,2025-01-30
MOV00545,PROD0018,SALE,1,49,48,125000,Xuất kho bán hàng ORD00170,2025-01-30
MOV00546,PROD0101,SALE,1,34,33,10000,Xuất kho bán hàng ORD00171,2025-01-30
MOV00547,PROD0013,SALE,1,42,41,25000,Xuất kho bán hàng ORD00171,2025-01-30
MOV00548,PROD0093,SALE,2,37,35,24000,Xuất kho bán hàng ORD00171,2025-01-30
MOV00549,PROD0108,SALE,1,44,43,30000,Xuất kho bán hàng ORD00172,2025-01-31
MOV00550,PROD0094,SALE,1,59,58,8000,Xuất kho bán hàng ORD00172,2025-01-31
MOV00551,PROD0110,SALE,1,43,42,20000,Xuất kho bán hàng ORD00172,2025-01-31
MOV00552,PROD0026,SALE,1,37,36,5000,Xuất kho bán hàng ORD00173,2025-01-31
MOV00553,PROD0091,SALE,2,38,36,16000,Xuất kho bán hàng ORD00174,2025-01-31
MOV00554,PROD0010,SALE,1,38,37,18000,Xuất kho bán hàng ORD00174,2025-01-31
MOV00555,PROD0099,SALE,1,41,40,22000,Xuất kho bán hàng ORD00174,2025-01-31
MOV00556,PROD0109,SALE,1,50,49,9000,Xuất kho bán hàng ORD00174,2025-01-31
MOV00557,PROD0023,SALE,3,54,51,25000,Xuất kho bán hàng ORD00175,2025-01-31
MOV00558,PROD0062,SALE,3,42,39,30000,Xuất kho bán hàng ORD00175,2025-01-31
MOV00559,PROD0021,SALE,1,52,51,45000,Xuất kho bán hàng ORD00175,2025-01-31
MOV00560,PROD0076,SALE,1,53,52,30000,Xuất kho bán hàng ORD00175,2025-01-31
MOV00561,PROD0097,SALE,1,26,25,10000,Xuất kho bán hàng ORD00176,2025-01-31
MOV00562,PROD0066,SALE,2,58,56,25000,Xuất kho bán hàng ORD00176,2025-01-31
MOV00563,PROD0049,SALE,3,55,52,20000,Xuất kho bán hàng ORD00177,2025-01-31
MOV00564,PROD0072,SALE,1,61,60,22000,Xuất kho bán hàng ORD00178,2025-01-31
MOV00565,PROD0044,SALE,2,70,68,25000,Xuất kho bán hàng ORD00179,2025-01-31
MOV00566,PROD0063,SALE,2,61,59,12000,Xuất kho bán hàng ORD00179,2025-01-31
MOV00567,PROD0067,SALE,1,43,42,30000,Xuất kho bán hàng ORD00179,2025-01-31
MOV00568,PROD0022,SALE,2,66,64,45000,Xuất kho bán hàng ORD00179,2025-01-31
MOV00569,PROD0004,SALE,1,53,52,17000,Xuất kho bán hàng ORD00180,2025-02-01
MOV00570,PROD0074,SALE,1,41,40,18000,Xuất kho bán hàng ORD00180,2025-02-01
MOV00571,PROD0120,SALE,3,37,34,30000,Xuất kho bán hàng ORD00180,2025-02-01
MOV00572,PROD0089,SALE,1,63,62,8000,Xuất kho bán hàng ORD00181,2025-02-01
MOV00573,PROD0120,SALE,2,34,32,30000,Xuất kho bán hàng ORD00181,2025-02-01
MOV00574,PROD0094,SALE,2,58,56,8000,Xuất kho bán hàng ORD00181,2025-02-01
MOV00575,PROD0017,SALE,1,52,51,50000,Xuất kho bán hàng ORD00181,2025-02-01
MOV00576,PROD0087,SALE,2,40,38,22000,Xuất kho bán hàng ORD00182,2025-02-01
MOV00577,PROD0064,SALE,2,70,68,10000,Xuất kho bán hàng ORD00182,2025-02-01
MOV00578,PROD0106,SALE,1,70,69,25000,Xuất kho bán hàng ORD00183,2025-02-01
MOV00579,PROD0089,SALE,1,62,61,8000,Xuất kho bán hàng ORD00183,2025-02-01
MOV00580,PROD0110,SALE,2,42,40,20000,Xuất kho bán hàng ORD00183,2025-02-01
MOV00581,PROD0068,SALE,3,30,27,10000,Xuất kho bán hàng ORD00183,2025-02-01
MOV00582,PROD0045,SALE,2,53,51,25000,Xuất kho bán hàng ORD00184,2025-02-01
MOV00583,PROD0103,SALE,2,40,38,50000,Xuất kho bán hàng ORD00185,2025-02-01
MOV00584,PROD0110,SALE,1,40,39,20000,Xuất kho bán hàng ORD00186,2025-02-01
MOV00585,PROD0003,SALE,3,38,35,20000,Xuất kho bán hàng ORD00186,2025-02-01
MOV00586,PROD0016,SALE,2,43,41,150000,Xuất kho bán hàng ORD00187,2025-02-01
MOV00587,PROD0032,SALE,1,55,54,35000,Xuất kho bán hàng ORD00187,2025-02-01
MOV00588,PROD0084,SALE,1,48,47,9000,Xuất kho bán hàng ORD00187,2025-02-01
MOV00589,PROD0023,SALE,1,51,50,25000,Xuất kho bán hàng ORD00187,2025-02-01
MOV00590,PROD0074,SALE,2,40,38,18000,Xuất kho bán hàng ORD00188,2025-02-02
MOV00591,PROD0024,SALE,1,37,36,12000,Xuất kho bán hàng ORD00188,2025-02-02
MOV00592,PROD0033,SALE,1,48,47,15000,Xuất kho bán hàng ORD00188,2025-02-02
MOV00593,PROD0105,SALE,1,61,60,12000,Xuất kho bán hàng ORD00189,2025-02-02
MOV00594,PROD0075,SALE,3,27,24,20000,Xuất kho bán hàng ORD00189,2025-02-02
MOV00595,PROD0031,SALE,1,89,88,35000,Xuất kho bán hàng ORD00189,2025-02-02
MOV00596,PROD0047,SALE,1,72,71,22000,Xuất kho bán hàng ORD00189,2025-02-02
MOV00597,PROD0061,SALE,2,53,51,20000,Xuất kho bán hàng ORD00190,2025-02-02
MOV00598,PROD0095,SALE,1,59,58,12000,Xuất kho bán hàng ORD00190,2025-02-02
MOV00599,PROD0060,SALE,1,31,30,10000,Xuất kho bán hàng ORD00191,2025-02-02
MOV00600,PROD0108,SALE,1,43,42,30000,Xuất kho bán hàng ORD00191,2025-02-02
MOV00601,PROD0089,SALE,1,61,60,8000,Xuất kho bán hàng ORD00191,2025-02-02
MOV00602,PROD0046,SALE,2,58,56,173000,Xuất kho bán hàng ORD00192,2025-02-02
MOV00603,PROD0080,SALE,2,63,61,10000,Xuất kho bán hàng ORD00193,2025-02-02
MOV00604,PROD0032,SALE,3,54,51,35000,Xuất kho bán hàng ORD00194,2025-02-02
MOV00605,PROD0088,SALE,1,55,54,31000,Xuất kho bán hàng ORD00195,2025-02-03
MOV00606,PROD0063,SALE,1,59,58,12000,Xuất kho bán hàng ORD00195,2025-02-03
MOV00607,PROD0074,SALE,1,38,37,18000,Xuất kho bán hàng ORD00195,2025-02-03
MOV00608,PROD0053,SALE,3,27,24,40000,Xuất kho bán hàng ORD00196,2025-02-03
MOV00609,PROD0104,SALE,2,26,24,50000,Xuất kho bán hàng ORD00196,2025-02-03
MOV00610,PROD0091,SALE,1,36,35,16000,Xuất kho bán hàng ORD00197,2025-02-03
MOV00611,PROD0009,SALE,1,48,47,12000,Xuất kho bán hàng ORD00198,2025-02-03
MOV00612,PROD0002,SALE,2,64,62,25000,Xuất kho bán hàng ORD00198,2025-02-03
MOV00613,PROD0023,SALE,3,50,47,25000,Xuất kho bán hàng ORD00199,2025-02-04
MOV00614,PROD0041,SALE,3,59,56,20000,Xuất kho bán hàng ORD00199,2025-02-04
MOV00615,PROD0083,SALE,1,50,49,12000,Xuất kho bán hàng ORD00199,2025-02-04
MOV00616,PROD0050,SALE,1,71,70,5000,Xuất kho bán hàng ORD00200,2025-02-04
MOV00617,PROD0047,SALE,3,71,68,22000,Xuất kho bán hàng ORD00200,2025-02-04
MOV00618,PROD0044,SALE,2,68,66,25000,Xuất kho bán hàng ORD00201,2025-02-04
MOV00619,PROD0063,SALE,3,58,55,12000,Xuất kho bán hàng ORD00201,2025-02-04
MOV00620,PROD0123,SALE,3,64,61,90000,Xuất kho bán hàng ORD00202,2025-02-04
MOV00621,PROD0042,SALE,1,61,60,9000,Xuất kho bán hàng ORD00202,2025-02-04
MOV00622,PROD0076,SALE,3,52,49,30000,Xuất kho bán hàng ORD00202,2025-02-04
MOV00623,PROD0109,SALE,1,49,48,9000,Xuất kho bán hàng ORD00202,2025-02-04
MOV00624,PROD0010,SALE,3,37,34,18000,Xuất kho bán hàng ORD00203,2025-02-04
MOV00625,PROD0020,SALE,2,47,45,12000,Xuất kho bán hàng ORD00203,2025-02-04
MOV00626,PROD0070,SALE,3,36,33,22000,Xuất kho bán hàng ORD00203,2025-02-04
MOV00627,PROD0072,SALE,3,60,57,22000,Xuất kho bán hàng ORD00203,2025-02-04
MOV00628,PROD0106,SALE,2,69,67,25000,Xuất kho bán hàng ORD00204,2025-02-05
MOV00629,PROD0105,SALE,2,60,58,12000,Xuất kho bán hàng ORD00205,2025-02-05
MOV00630,PROD0038,SALE,1,63,62,30000,Xuất kho bán hàng ORD00205,2025-02-05
MOV00631,PROD0100,SALE,2,37,35,9000,Xuất kho bán hàng ORD00206,2025-02-05
MOV00632,PROD0115,SALE,2,39,37,40000,Xuất kho bán hàng ORD00206,2025-02-05
MOV00633,PROD0024,SALE,1,36,35,12000,Xuất kho bán hàng ORD00206,2025-02-05
MOV00634,PROD0116,SALE,2,54,52,45000,Xuất kho bán hàng ORD00207,2025-02-05
MOV00635,PROD0077,SALE,3,25,22,6000,Xuất kho bán hàng ORD00207,2025-02-05
MOV00636,PROD0001,SALE,2,27,25,30000,Xuất kho bán hàng ORD00207,2025-02-05
MOV00637,PROD0114,SALE,1,77,76,50000,Xuất kho bán hàng ORD00208,2025-02-05
MOV00638,PROD0041,SALE,3,56,53,20000,Xuất kho bán hàng ORD00209,2025-02-05
MOV00639,PROD0054,SALE,2,43,41,25000,Xuất kho bán hàng ORD00210,2025-02-06
MOV00640,PROD0059,SALE,2,40,38,234000,Xuất kho bán hàng ORD00210,2025-02-06
MOV00641,PROD0013,SALE,3,41,38,25000,Xuất kho bán hàng ORD00210,2025-02-06
MOV00642,PROD0076,SALE,2,49,47,30000,Xuất kho bán hàng ORD00210,2025-02-06
MOV00643,PROD0081,SALE,2,27,25,12000,Xuất kho bán hàng ORD00211,2025-02-06
MOV00644,PROD0108,SALE,2,42,40,30000,Xuất kho bán hàng ORD00211,2025-02-06
MOV00645,PROD0014,SALE,2,44,42,60000,Xuất kho bán hàng ORD00212,2025-02-06
MOV00646,PROD0059,SALE,2,38,36,234000,Xuất kho bán hàng ORD00213,2025-02-06
MOV00647,PROD0098,SALE,2,49,47,15000,Xuất kho bán hàng ORD00213,2025-02-06
MOV00648,PROD0013,SALE,1,38,37,25000,Xuất kho bán hàng ORD00214,2025-02-06
MOV00649,PROD0108,SALE,2,40,38,30000,Xuất kho bán hàng ORD00214,2025-02-06
MOV00650,PROD0114,SALE,1,76,75,50000,Xuất kho bán hàng ORD00214,2025-02-06
MOV00651,PROD0086,SALE,2,47,45,22000,Xuất kho bán hàng ORD00214,2025-02-06
MOV00652,PROD0042,SALE,2,60,58,9000,Xuất kho bán hàng ORD00215,2025-02-07
MOV00653,PROD0034,SALE,3,72,69,20000,Xuất kho bán hàng ORD00215,2025-02-07
MOV00654,PROD0021,SALE,3,51,48,45000,Xuất kho bán hàng ORD00215,2025-02-07
MOV00655,PROD0069,SALE,3,74,71,15000,Xuất kho bán hàng ORD00216,2025-02-07
MOV00656,PROD0078,SALE,1,45,44,12000,Xuất kho bán hàng ORD00217,2025-02-07
MOV00657,PROD0005,SALE,3,31,28,25000,Xuất kho bán hàng ORD00217,2025-02-07
MOV00658,PROD0008,SALE,2,87,85,28000,Xuất kho bán hàng ORD00217,2025-02-07
MOV00659,PROD0081,SALE,2,25,23,12000,Xuất kho bán hàng ORD00217,2025-02-07
MOV00660,PROD0032,SALE,2,51,49,35000,Xuất kho bán hàng ORD00218,2025-02-07
MOV00661,PROD0055,SALE,3,29,26,9000,Xuất kho bán hàng ORD00218,2025-02-07
MOV00662,PROD0029,SALE,1,50,49,12000,Xuất kho bán hàng ORD00218,2025-02-07
MOV00663,PROD0073,SALE,3,51,48,15000,Xuất kho bán hàng ORD00218,2025-02-07
MOV00664,PROD0043,SALE,1,62,61,18000,Xuất kho bán hàng ORD00219,2025-02-07
MOV00665,PROD0042,SALE,2,58,56,9000,Xuất kho bán hàng ORD00219,2025-02-07
MOV00666,PROD0022,SALE,2,64,62,45000,Xuất kho bán hàng ORD00219,2025-02-07
MOV00667,PROD0018,SALE,2,48,46,125000,Xuất kho bán hàng ORD00220,2025-02-08
MOV00668,PROD0076,SALE,3,47,44,30000,Xuất kho bán hàng ORD00221,2025-02-08
MOV00669,PROD0052,SALE,3,49,46,12000,Xuất kho bán hàng ORD00221,2025-02-08
MOV00670,PROD0095,SALE,1,58,57,12000,Xuất kho bán hàng ORD00222,2025-02-08
MOV00671,PROD0034,SALE,3,69,66,20000,Xuất kho bán hàng ORD00222,2025-02-08
MOV00672,PROD0049,SALE,3,52,49,20000,Xuất kho bán hàng ORD00222,2025-02-08
MOV00673,PROD0024,SALE,1,35,34,12000,Xuất kho bán hàng ORD00222,2025-02-08
MOV00674,PROD0067,SALE,2,42,40,30000,Xuất kho bán hàng ORD00223,2025-02-08
MOV00675,PROD0010,SALE,1,34,33,18000,Xuất kho bán hàng ORD00224,2025-02-08
MOV00676,PROD0012,SALE,3,49,46,75000,Xuất kho bán hàng ORD00224,2025-02-08
MOV00677,PROD0017,SALE,2,51,49,50000,Xuất kho bán hàng ORD00225,2025-02-08
MOV00678,PROD0118,SALE,1,76,75,38000,Xuất kho bán hàng ORD00225,2025-02-08
MOV00679,PROD0104,SALE,2,24,22,50000,Xuất kho bán hàng ORD00225,2025-02-08
MOV00680,PROD0025,SALE,1,25,24,5000,Xuất kho bán hàng ORD00226,2025-02-08
MOV00681,PROD0066,SALE,3,56,53,25000,Xuất kho bán hàng ORD00227,2025-02-08
MOV00682,PROD0072,SALE,1,57,56,22000,Xuất kho bán hàng ORD00228,2025-02-09
MOV00683,PROD0030,SALE,3,41,38,10000,Xuất kho bán hàng ORD00228,2025-02-09
MOV00684,PROD0109,SALE,1,48,47,9000,Xuất kho bán hàng ORD00228,2025-02-09
MOV00685,PROD0086,SALE,2,45,43,22000,Xuất kho bán hàng ORD00229,2025-02-09
MOV00686,PROD0044,SALE,3,66,63,25000,Xuất kho bán hàng ORD00229,2025-02-09
MOV00687,PROD0050,SALE,3,70,67,5000,Xuất kho bán hàng ORD00229,2025-02-09
MOV00688,PROD0044,SALE,2,63,61,25000,Xuất kho bán hàng ORD00230,2025-02-09
MOV00689,PROD0055,SALE,1,26,25,9000,Xuất kho bán hàng ORD00231,2025-02-09
MOV00690,PROD0056,SALE,3,40,37,15000,Xuất kho bán hàng ORD00231,2025-02-09
MOV00691,PROD0012,SALE,1,46,45,75000,Xuất kho bán hàng ORD00232,2025-02-10
MOV00692,PROD0036,SALE,1,38,37,35000,Xuất kho bán hàng ORD00233,2025-02-10
MOV00693,PROD0122,SALE,3,63,60,60000,Xuất kho bán hàng ORD00233,2025-02-10
MOV00694,PROD0086,SALE,1,43,42,22000,Xuất kho bán hàng ORD00233,2025-02-10
MOV00695,PROD0068,SALE,2,27,25,10000,Xuất kho bán hàng ORD00233,2025-02-10
MOV00696,PROD0123,SALE,2,61,59,90000,Xuất kho bán hàng ORD00234,2025-02-10
MOV00697,PROD0075,SALE,1,24,23,20000,Xuất kho bán hàng ORD00235,2025-02-10
MOV00698,PROD0026,SALE,2,36,34,5000,Xuất kho bán hàng ORD00235,2025-02-10
MOV00699,PROD0115,SALE,3,37,34,40000,Xuất kho bán hàng ORD00236,2025-02-11
MOV00700,PROD0092,SALE,2,44,42,25000,Xuất kho bán hàng ORD00236,2025-02-11
MOV00701,PROD0037,SALE,2,54,52,60000,Xuất kho bán hàng ORD00236,2025-02-11
MOV00702,PROD0029,SALE,2,49,47,12000,Xuất kho bán hàng ORD00237,2025-02-11
MOV00703,PROD0066,SALE,1,53,52,25000,Xuất kho bán hàng ORD00237,2025-02-11
MOV00704,PROD0021,SALE,3,48,45,45000,Xuất kho bán hàng ORD00237,2025-02-11
MOV00705,PROD0008,SALE,2,85,83,28000,Xuất kho bán hàng ORD00238,2025-02-11
MOV00706,PROD0119,SALE,1,63,62,75000,Xuất kho bán hàng ORD00238,2025-02-11
MOV00707,PROD0102,SALE,2,59,57,14000,Xuất kho bán hàng ORD00239,2025-02-11
MOV00708,PROD0008,SALE,3,83,80,28000,Xuất kho bán hàng ORD00239,2025-02-11
MOV00709,PROD0121,SALE,2,63,61,35000,Xuất kho bán hàng ORD00240,2025-02-11
MOV00710,PROD0069,SALE,1,71,70,15000,Xuất kho bán hàng ORD00240,2025-02-11
MOV00711,PROD0003,SALE,2,35,33,20000,Xuất kho bán hàng ORD00241,2025-02-11
MOV00712,PROD0073,SALE,1,48,47,15000,Xuất kho bán hàng ORD00241,2025-02-11
MOV00713,PROD0022,SALE,3,62,59,45000,Xuất kho bán hàng ORD00241,2025-02-11
MOV00714,PROD0048,SALE,1,39,38,50000,Xuất kho bán hàng ORD00241,2025-02-11
MOV00715,PROD0081,SALE,3,23,20,12000,Xuất kho bán hàng ORD00242,2025-02-11
MOV00716,PROD0122,SALE,1,60,59,60000,Xuất kho bán hàng ORD00242,2025-02-11
MOV00717,PROD0116,SALE,2,52,50,45000,Xuất kho bán hàng ORD00243,2025-02-12
MOV00718,PROD0001,SALE,3,25,22,30000,Xuất kho bán hàng ORD00243,2025-02-12
MOV00719,PROD0105,SALE,2,58,56,12000,Xuất kho bán hàng ORD00243,2025-02-12
MOV00720,PROD0046,SALE,1,56,55,173000,Xuất kho bán hàng ORD00243,2025-02-12
MOV00721,PROD0012,SALE,2,45,43,75000,Xuất kho bán hàng ORD00244,2025-02-12
MOV00722,PROD0002,SALE,2,62,60,25000,Xuất kho bán hàng ORD00245,2025-02-12
MOV00723,PROD0095,SALE,2,57,55,12000,Xuất kho bán hàng ORD00245,2025-02-12
MOV00724,PROD0080,SALE,3,61,58,10000,Xuất kho bán hàng ORD00245,2025-02-12
MOV00725,PROD0107,SALE,1,32,31,12000,Xuất kho bán hàng ORD00245,2025-02-12
MOV00726,PROD0039,SALE,2,23,21,20000,Xuất kho bán hàng ORD00246,2025-02-12
MOV00727,PROD0098,SALE,2,47,45,15000,Xuất kho bán hàng ORD00246,2025-02-12
MOV00728,PROD0062,SALE,3,39,36,30000,Xuất kho bán hàng ORD00246,2025-02-12
MOV00729,PROD0107,SALE,2,31,29,12000,Xuất kho bán hàng ORD00246,2025-02-12
MOV00730,PROD0069,SALE,3,70,67,15000,Xuất kho bán hàng ORD00247,2025-02-12
MOV00731,PROD0079,SALE,3,34,31,30000,Xuất kho bán hàng ORD00247,2025-02-12
MOV00732,PROD0013,SALE,1,37,36,25000,Xuất kho bán hàng ORD00247,2025-02-12
MOV00733,PROD0081,SALE,2,20,18,12000,Xuất kho bán hàng ORD00247,2025-02-12
MOV00734,PROD0006,SALE,2,47,45,15000,Xuất kho bán hàng ORD00248,2025-02-12
MOV00735,PROD0082,SALE,1,42,41,15000,Xuất kho bán hàng ORD00249,2025-02-13
MOV00736,PROD0080,SALE,2,58,56,10000,Xuất kho bán hàng ORD00249,2025-02-13
MOV00737,PROD0093,SALE,2,35,33,24000,Xuất kho bán hàng ORD00249,2025-02-13
MOV00738,PROD0113,SALE,2,42,40,10000,Xuất kho bán hàng ORD00250,2025-02-13
MOV00739,PROD0097,SALE,1,25,24,10000,Xuất kho bán hàng ORD00250,2025-02-13
MOV00740,PROD0038,SALE,1,62,61,30000,Xuất kho bán hàng ORD00250,2025-02-13
MOV00741,PROD0027,SALE,2,37,35,12000,Xuất kho bán hàng ORD00250,2025-02-13
MOV00742,PROD0108,SALE,1,38,37,30000,Xuất kho bán hàng ORD00251,2025-02-13
MOV00743,PROD0040,SALE,2,58,56,40000,Xuất kho bán hàng ORD00251,2025-02-13
MOV00744,PROD0037,SALE,1,52,51,60000,Xuất kho bán hàng ORD00251,2025-02-13
MOV00745,PROD0001,SALE,3,22,19,30000,Xuất kho bán hàng ORD00251,2025-02-13
MOV00746,PROD0083,SALE,3,49,46,12000,Xuất kho bán hàng ORD00252,2025-02-13
MOV00747,PROD0118,SALE,3,75,72,38000,Xuất kho bán hàng ORD00252,2025-02-13
MOV00748,PROD0045,SALE,2,51,49,25000,Xuất kho bán hàng ORD00252,2025-02-13
MOV00749,PROD0075,SALE,2,23,21,20000,Xuất kho bán hàng ORD00252,2025-02-13
MOV00750,PROD0019,SALE,3,40,37,15000,Xuất kho bán hàng ORD00253,2025-02-13
MOV00751,PROD0046,SALE,1,55,54,173000,Xuất kho bán hàng ORD00253,2025-02-13
MOV00752,PROD0103,SALE,2,38,36,50000,Xuất kho bán hàng ORD00254,2025-02-13
MOV00753,PROD0030,SALE,1,38,37,10000,Xuất kho bán hàng ORD00254,2025-02-13
MOV00754,PROD0048,SALE,3,38,35,50000,Xuất kho bán hàng ORD00254,2025-02-13
MOV00755,PROD0060,SALE,2,30,28,10000,Xuất kho bán hàng ORD00254,2025-02-13
MOV00756,PROD0055,SALE,3,25,22,9000,Xuất kho bán hàng ORD00255,2025-02-13
MOV00757,PROD0064,SALE,2,68,66,10000,Xuất kho bán hàng ORD00256,2025-02-14
MOV00758,PROD0014,SALE,3,42,39,60000,Xuất kho bán hàng ORD00257,2025-02-14
MOV00759,PROD0032,SALE,1,49,48,35000,Xuất kho bán hàng ORD00257,2025-02-14
MOV00760,PROD0099,SALE,2,40,38,22000,Xuất kho bán hàng ORD00257,2025-02-14
MOV00761,PROD0033,SALE,3,47,44,15000,Xuất kho bán hàng ORD00258,2025-02-14
MOV00762,PROD0122,SALE,2,59,57,60000,Xuất kho bán hàng ORD00258,2025-02-14
MOV00763,PROD0121,SALE,3,61,58,35000,Xuất kho bán hàng ORD00258,2025-02-14
MOV00764,PROD0106,SALE,1,67,66,25000,Xuất kho bán hàng ORD00259,2025-02-14
MOV00765,PROD0105,SALE,2,56,54,12000,Xuất kho bán hàng ORD00260,2025-02-14
MOV00766,PROD0081,SALE,1,18,17,12000,Xuất kho bán hàng ORD00260,2025-02-14
MOV00767,PROD0025,SALE,3,24,21,5000,Xuất kho bán hàng ORD00260,2025-02-14
MOV00768,PROD0032,SALE,2,48,46,35000,Xuất kho bán hàng ORD00261,2025-02-15
MOV00769,PROD0108,SALE,2,37,35,30000,Xuất kho bán hàng ORD00261,2025-02-15
MOV00770,PROD0050,SALE,1,67,66,5000,Xuất kho bán hàng ORD00261,2025-02-15
MOV00771,PROD0082,SALE,1,41,40,15000,Xuất kho bán hàng ORD00262,2025-02-15
MOV00772,PROD0109,SALE,2,47,45,9000,Xuất kho bán hàng ORD00262,2025-02-15
MOV00773,PROD0011,SALE,3,40,37,100000,Xuất kho bán hàng ORD00263,2025-02-15
MOV00774,PROD0006,SALE,1,45,44,15000,Xuất kho bán hàng ORD00263,2025-02-15
MOV00775,PROD0104,SALE,2,22,20,50000,Xuất kho bán hàng ORD00263,2025-02-15
MOV00776,PROD0092,SALE,1,42,41,25000,Xuất kho bán hàng ORD00264,2025-02-15
MOV00777,PROD0008,SALE,2,80,78,28000,Xuất kho bán hàng ORD00264,2025-02-15
MOV00778,PROD0055,SALE,2,22,20,9000,Xuất kho bán hàng ORD00265,2025-02-16
MOV00779,PROD0112,SALE,2,58,56,12000,Xuất kho bán hàng ORD00266,2025-02-16
MOV00780,PROD0087,SALE,2,38,36,22000,Xuất kho bán hàng ORD00267,2025-02-16
MOV00781,PROD0045,SALE,2,49,47,25000,Xuất kho bán hàng ORD00267,2025-02-16
MOV00782,PROD0079,SALE,1,31,30,30000,Xuất kho bán hàng ORD00267,2025-02-16
MOV00783,PROD0061,SALE,3,51,48,20000,Xuất kho bán hàng ORD00267,2025-02-16
MOV00784,PROD0042,SALE,3,56,53,9000,Xuất kho bán hàng ORD00268,2025-02-16
MOV00785,PROD0050,SALE,3,66,63,5000,Xuất kho bán hàng ORD00269,2025-02-16
MOV00786,PROD0086,SALE,2,42,40,22000,Xuất kho bán hàng ORD00269,2025-02-16
MOV00787,PROD0027,SALE,3,35,32,12000,Xuất kho bán hàng ORD00269,2025-02-16
MOV00788,PROD0003,SALE,2,33,31,20000,Xuất kho bán hàng ORD00270,2025-02-16
MOV00789,PROD0117,SALE,1,40,39,100000,Xuất kho bán hàng ORD00270,2025-02-16
MOV00790,PROD0014,SALE,3,39,36,60000,Xuất kho bán hàng ORD00270,2025-02-16
MOV00791,PROD0039,SALE,3,21,18,20000,Xuất kho bán hàng ORD00271,2025-02-16
MOV00792,PROD0073,SALE,3,47,44,15000,Xuất kho bán hàng ORD00271,2025-02-16
MOV00793,PROD0043,SALE,2,61,59,18000,Xuất kho bán hàng ORD00271,2025-02-16
MOV00794,PROD0004,SALE,2,52,50,17000,Xuất kho bán hàng ORD00272,2025-02-16
MOV00795,PROD0023,SALE,2,47,45,25000,Xuất kho bán hàng ORD00272,2025-02-16
MOV00796,PROD0043,SALE,1,59,58,18000,Xuất kho bán hàng ORD00272,2025-02-16
MOV00797,PROD0011,SALE,3,37,34,100000,Xuất kho bán hàng ORD00273,2025-02-17
MOV00798,PROD0080,SALE,3,56,53,10000,Xuất kho bán hàng ORD00273,2025-02-17
MOV00799,PROD0095,SALE,2,55,53,12000,Xuất kho bán hàng ORD00273,2025-02-17
MOV00800,PROD0091,SALE,1,35,34,16000,Xuất kho bán hàng ORD00273,2025-02-17
MOV00801,PROD0057,SALE,1,38,37,35000,Xuất kho bán hàng ORD00274,2025-02-17
MOV00802,PROD0045,SALE,1,47,46,25000,Xuất kho bán hàng ORD00274,2025-02-17
MOV00803,PROD0032,SALE,3,46,43,35000,Xuất kho bán hàng ORD00274,2025-02-17
MOV00804,PROD0096,SALE,2,67,65,8000,Xuất kho bán hàng ORD00275,2025-02-17
MOV00805,PROD0070,SALE,3,33,30,22000,Xuất kho bán hàng ORD00275,2025-02-17
MOV00806,PROD0068,SALE,3,25,22,10000,Xuất kho bán hàng ORD00275,2025-02-17
MOV00807,PROD0057,SALE,3,37,34,35000,Xuất kho bán hàng ORD00275,2025-02-17
MOV00808,PROD0078,SALE,1,44,43,12000,Xuất kho bán hàng ORD00276,2025-02-17
MOV00809,PROD0005,SALE,3,28,25,25000,Xuất kho bán hàng ORD00276,2025-02-17
MOV00810,PROD0023,SALE,2,45,43,25000,Xuất kho bán hàng ORD00276,2025-02-17
MOV00811,PROD0027,SALE,1,32,31,12000,Xuất kho bán hàng ORD00276,2025-02-17
MOV00812,PROD0088,SALE,2,54,52,31000,Xuất kho bán hàng ORD00277,2025-02-17
MOV00813,PROD0003,SALE,1,31,30,20000,Xuất kho bán hàng ORD00277,2025-02-17
MOV00814,PROD0108,SALE,2,35,33,30000,Xuất kho bán hàng ORD00277,2025-02-17
MOV00815,PROD0104,SALE,2,20,18,50000,Xuất kho bán hàng ORD00278,2025-02-17
MOV00816,PROD0037,SALE,3,51,48,60000,Xuất kho bán hàng ORD00278,2025-02-17
MOV00817,PROD0022,SALE,2,59,57,45000,Xuất kho bán hàng ORD00278,2025-02-17
MOV00818,PROD0091,SALE,2,34,32,16000,Xuất kho bán hàng ORD00279,2025-02-18
MOV00819,PROD0118,SALE,3,72,69,38000,Xuất kho bán hàng ORD00280,2025-02-18
MOV00820,PROD0047,SALE,2,68,66,22000,Xuất kho bán hàng ORD00280,2025-02-18
MOV00821,PROD0043,SALE,3,58,55,18000,Xuất kho bán hàng ORD00281,2025-02-18
MOV00822,PROD0084,SALE,2,47,45,9000,Xuất kho bán hàng ORD00281,2025-02-18
