order_item_id,order_id,product_id,quantity,unit_price,subtotal
ITEM001034,ORD00412,PROD0110,2,20000,40000
ITEM001035,ORD00412,PROD0088,1,31000,31000
ITEM001036,ORD00412,PROD0047,3,22000,66000
ITEM001037,ORD00413,PROD0013,3,25000,75000
ITEM001038,ORD00414,PROD0073,1,15000,15000
ITEM001039,ORD00414,PROD0116,2,45000,90000
ITEM001040,ORD00414,PROD0090,2,12000,24000
ITEM001041,ORD00415,PROD0045,2,25000,50000
ITEM001042,ORD00415,PROD0043,3,18000,54000
ITEM001043,ORD00415,PROD0055,2,9000,18000
ITEM001044,ORD00416,PROD0060,3,10000,30000
ITEM001045,ORD00416,PROD0074,3,18000,54000
ITEM001046,ORD00416,PROD0122,3,60000,180000
ITEM001047,ORD00416,PROD0054,1,25000,25000
ITEM001048,ORD00417,PROD0018,3,125000,375000
ITEM001049,ORD00417,PROD0094,1,8000,8000
ITEM001050,ORD00417,PROD0121,1,35000,35000
ITEM001051,ORD00417,PROD0049,1,20000,20000
ITEM001052,ORD00418,PROD0032,1,35000,35000
ITEM001053,ORD00418,PROD0072,3,22000,66000
ITEM001054,ORD00418,PROD0081,1,12000,12000
ITEM001055,ORD00419,PROD0028,1,5000,5000
ITEM001056,ORD00419,PROD0097,1,10000,10000
ITEM001057,ORD00420,PROD0026,2,5000,10000
ITEM001058,ORD00420,PROD0049,2,20000,40000
ITEM001059,ORD00420,PROD0010,3,18000,54000
ITEM001060,ORD00421,PROD0081,3,12000,36000
ITEM001061,ORD00422,PROD0029,2,12000,24000
ITEM001062,ORD00422,PROD0014,3,60000,180000
ITEM001063,ORD00422,PROD0092,2,25000,50000
ITEM001064,ORD00422,PROD0044,1,25000,25000
ITEM001065,ORD00423,PROD0113,2,10000,20000
ITEM001066,ORD00423,PROD0044,3,25000,75000
ITEM001067,ORD00423,PROD0003,3,20000,60000
ITEM001068,ORD00423,PROD0115,2,40000,80000
ITEM001069,ORD00424,PROD0098,2,15000,30000
ITEM001070,ORD00424,PROD0086,2,22000,44000
ITEM001071,ORD00424,PROD0093,1,24000,24000
ITEM001072,ORD00424,PROD0041,3,20000,60000
ITEM001073,ORD00425,PROD0022,3,45000,135000
ITEM001074,ORD00426,PROD0112,2,12000,24000
ITEM001075,ORD00426,PROD0048,1,50000,50000
ITEM001076,ORD00426,PROD0086,1,22000,22000
ITEM001077,ORD00427,PROD0028,2,5000,10000
ITEM001078,ORD00427,PROD0069,1,15000,15000
ITEM001079,ORD00427,PROD0046,3,173000,519000
ITEM001080,ORD00427,PROD0048,3,50000,150000
ITEM001081,ORD00428,PROD0009,3,12000,36000
ITEM001082,ORD00428,PROD0097,1,10000,10000
ITEM001083,ORD00428,PROD0092,2,25000,50000
ITEM001084,ORD00428,PROD0038,3,30000,90000
ITEM001085,ORD00429,PROD0093,1,24000,24000
ITEM001086,ORD00430,PROD0110,1,20000,20000
ITEM001087,ORD00430,PROD0056,3,15000,45000
ITEM001088,ORD00430,PROD0100,2,9000,18000
ITEM001089,ORD00431,PROD0112,1,12000,12000
ITEM001090,ORD00431,PROD0038,2,30000,60000
ITEM001091,ORD00432,PROD0021,2,45000,90000
ITEM001092,ORD00432,PROD0079,3,30000,90000
ITEM001093,ORD00433,PROD0098,2,15000,30000
ITEM001094,ORD00433,PROD0022,2,45000,90000
ITEM001095,ORD00433,PROD0076,1,30000,30000
ITEM001096,ORD00433,PROD0045,2,25000,50000
ITEM001097,ORD00434,PROD0073,2,15000,30000
ITEM001098,ORD00434,PROD0024,3,12000,36000
ITEM001099,ORD00434,PROD0081,1,12000,12000
ITEM001100,ORD00434,PROD0045,2,25000,50000
ITEM001101,ORD00435,PROD0011,3,100000,300000
ITEM001102,ORD00435,PROD0015,2,40000,80000
ITEM001103,ORD00435,PROD0013,3,25000,75000
ITEM001104,ORD00436,PROD0020,2,12000,24000
ITEM001105,ORD00436,PROD0117,2,100000,200000
ITEM001106,ORD00437,PROD0038,3,30000,90000
ITEM001107,ORD00437,PROD0122,2,60000,120000
ITEM001108,ORD00438,PROD0106,2,25000,50000
ITEM001109,ORD00438,PROD0010,1,18000,18000
ITEM001110,ORD00439,PROD0106,2,25000,50000
ITEM001111,ORD00439,PROD0034,3,20000,60000
ITEM001112,ORD00439,PROD0088,2,31000,62000
ITEM001113,ORD00440,PROD0067,3,30000,90000
ITEM001114,ORD00440,PROD0026,2,5000,10000
ITEM001115,ORD00441,PROD0118,2,38000,76000
ITEM001116,ORD00442,PROD0101,1,10000,10000
ITEM001117,ORD00443,PROD0067,3,30000,90000
ITEM001118,ORD00443,PROD0079,3,30000,90000
ITEM001119,ORD00443,PROD0117,2,100000,200000
ITEM001120,ORD00444,PROD0057,3,35000,105000
ITEM001121,ORD00444,PROD0081,1,12000,12000
ITEM001122,ORD00445,PROD0059,3,234000,702000
ITEM001123,ORD00446,PROD0008,3,28000,84000
ITEM001124,ORD00447,PROD0080,3,10000,30000
ITEM001125,ORD00447,PROD0094,2,8000,16000
ITEM001126,ORD00447,PROD0086,2,22000,44000
ITEM001127,ORD00448,PROD0093,1,24000,24000
ITEM001128,ORD00448,PROD0111,1,32000,32000
ITEM001129,ORD00448,PROD0103,1,50000,50000
ITEM001130,ORD00448,PROD0002,2,25000,50000
ITEM001131,ORD00449,PROD0001,2,30000,60000
ITEM001132,ORD00449,PROD0038,3,30000,90000
ITEM001133,ORD00449,PROD0100,1,9000,9000
ITEM001134,ORD00450,PROD0109,1,9000,9000
ITEM001135,ORD00451,PROD0058,3,28000,84000
ITEM001136,ORD00451,PROD0109,1,9000,9000
ITEM001137,ORD00452,PROD0008,3,28000,84000
ITEM001138,ORD00452,PROD0003,1,20000,20000
ITEM001139,ORD00452,PROD0056,1,15000,15000
ITEM001140,ORD00452,PROD0064,3,10000,30000
ITEM001141,ORD00453,PROD0081,1,12000,12000
ITEM001142,ORD00453,PROD0114,1,50000,50000
ITEM001143,ORD00454,PROD0027,2,12000,24000
ITEM001144,ORD00454,PROD0113,1,10000,10000
ITEM001145,ORD00454,PROD0059,2,234000,468000
ITEM001146,ORD00455,PROD0063,1,12000,12000
ITEM001147,ORD00455,PROD0103,1,50000,50000
ITEM001148,ORD00456,PROD0105,2,12000,24000
ITEM001149,ORD00456,PROD0107,2,12000,24000
ITEM001150,ORD00456,PROD0122,2,60000,120000
ITEM001151,ORD00457,PROD0123,2,90000,180000
ITEM001152,ORD00457,PROD0029,2,12000,24000
ITEM001153,ORD00457,PROD0080,3,10000,30000
ITEM001154,ORD00458,PROD0094,1,8000,8000
ITEM001155,ORD00458,PROD0121,1,35000,35000
ITEM001156,ORD00459,PROD0023,2,25000,50000
ITEM001157,ORD00459,PROD0052,1,12000,12000
ITEM001158,ORD00459,PROD0084,2,9000,18000
ITEM001159,ORD00460,PROD0076,1,30000,30000
ITEM001160,ORD00460,PROD0051,1,8000,8000
ITEM001161,ORD00461,PROD0072,2,22000,44000
ITEM001162,ORD00461,PROD0120,1,30000,30000
ITEM001163,ORD00461,PROD0051,3,8000,24000
ITEM001164,ORD00462,PROD0063,1,12000,12000
ITEM001165,ORD00462,PROD0057,2,35000,70000
ITEM001166,ORD00462,PROD0046,3,173000,519000
ITEM001167,ORD00463,PROD0003,2,20000,40000
ITEM001168,ORD00463,PROD0089,1,8000,8000
ITEM001169,ORD00463,PROD0112,2,12000,24000
ITEM001170,ORD00464,PROD0042,2,9000,18000
ITEM001171,ORD00464,PROD0108,2,30000,60000
ITEM001172,ORD00464,PROD0112,2,12000,24000
ITEM001173,ORD00465,PROD0122,2,60000,120000
ITEM001174,ORD00465,PROD0005,1,25000,25000
ITEM001175,ORD00466,PROD0049,2,20000,40000
ITEM001176,ORD00466,PROD0021,2,45000,90000
ITEM001177,ORD00466,PROD0009,2,12000,24000
ITEM001178,ORD00466,PROD0065,3,10000,30000
ITEM001179,ORD00467,PROD0001,1,30000,30000
ITEM001180,ORD00467,PROD0036,2,35000,70000
ITEM001181,ORD00467,PROD0011,1,100000,100000
ITEM001182,ORD00467,PROD0004,1,17000,17000
ITEM001183,ORD00468,PROD0104,1,50000,50000
ITEM001184,ORD00468,PROD0040,1,40000,40000
ITEM001185,ORD00469,PROD0115,2,40000,80000
ITEM001186,ORD00470,PROD0093,2,24000,48000
ITEM001187,ORD00470,PROD0120,3,30000,90000
ITEM001188,ORD00471,PROD0076,1,30000,30000
ITEM001189,ORD00472,PROD0020,1,12000,12000
ITEM001190,ORD00472,PROD0018,1,125000,125000
ITEM001191,ORD00472,PROD0102,2,14000,28000
ITEM001192,ORD00473,PROD0023,1,25000,25000
ITEM001193,ORD00473,PROD0093,2,24000,48000
ITEM001194,ORD00473,PROD0078,2,12000,24000
ITEM001195,ORD00474,PROD0080,1,10000,10000
ITEM001196,ORD00474,PROD0119,1,75000,75000
ITEM001197,ORD00474,PROD0114,1,50000,50000
ITEM001198,ORD00475,PROD0026,1,5000,5000
ITEM001199,ORD00475,PROD0067,3,30000,90000
ITEM001200,ORD00476,PROD0001,2,30000,60000
ITEM001201,ORD00476,PROD0053,3,40000,120000
ITEM001202,ORD00476,PROD0036,1,35000,35000
ITEM001203,ORD00477,PROD0057,2,35000,70000
ITEM001204,ORD00478,PROD0057,1,35000,35000
ITEM001205,ORD00478,PROD0004,2,17000,34000
ITEM001206,ORD00479,PROD0073,2,15000,30000
ITEM001207,ORD00479,PROD0081,3,12000,36000
ITEM001208,ORD00479,PROD0003,2,20000,40000
ITEM001209,ORD00480,PROD0028,3,5000,15000
ITEM001210,ORD00481,PROD0102,1,14000,14000
ITEM001211,ORD00481,PROD0103,1,50000,50000
ITEM001212,ORD00481,PROD0043,1,18000,18000
ITEM001213,ORD00482,PROD0080,1,10000,10000
ITEM001214,ORD00482,PROD0100,2,9000,18000
ITEM001215,ORD00482,PROD0116,2,45000,90000
ITEM001216,ORD00482,PROD0030,2,10000,20000
ITEM001217,ORD00483,PROD0017,1,50000,50000
ITEM001218,ORD00483,PROD0047,1,22000,22000
ITEM001219,ORD00483,PROD0005,3,25000,75000
ITEM001220,ORD00484,PROD0050,1,5000,5000
ITEM001221,ORD00485,PROD0011,1,100000,100000
ITEM001222,ORD00485,PROD0115,3,40000,120000
ITEM001223,ORD00486,PROD0012,1,75000,75000
ITEM001224,ORD00486,PROD0052,3,12000,36000
ITEM001225,ORD00486,PROD0061,3,20000,60000
ITEM001226,ORD00486,PROD0121,1,35000,35000
ITEM001227,ORD00487,PROD0012,3,75000,225000
ITEM001228,ORD00487,PROD0025,2,5000,10000
ITEM001229,ORD00487,PROD0010,2,18000,36000
ITEM001230,ORD00487,PROD0109,1,9000,9000
ITEM001231,ORD00488,PROD0067,1,30000,30000
ITEM001232,ORD00489,PROD0079,2,30000,60000
ITEM001233,ORD00489,PROD0081,2,12000,24000
ITEM001234,ORD00489,PROD0108,2,30000,60000
ITEM001235,ORD00490,PROD0099,2,22000,44000
ITEM001236,ORD00490,PROD0025,1,5000,5000
ITEM001237,ORD00490,PROD0070,1,22000,22000
ITEM001238,ORD00490,PROD0058,3,28000,84000
ITEM001239,ORD00491,PROD0103,1,50000,50000
ITEM001240,ORD00492,PROD0085,1,48000,48000
ITEM001241,ORD00492,PROD0010,3,18000,54000
ITEM001242,ORD00492,PROD0087,2,22000,44000
ITEM001243,ORD00492,PROD0096,1,8000,8000
ITEM001244,ORD00493,PROD0115,2,40000,80000
ITEM001245,ORD00493,PROD0013,1,25000,25000
ITEM001246,ORD00493,PROD0065,1,10000,10000
ITEM001247,ORD00493,PROD0118,1,38000,38000
ITEM001248,ORD00494,PROD0093,2,24000,48000
ITEM001249,ORD00495,PROD0013,1,25000,25000
ITEM001250,ORD00496,PROD0061,3,20000,60000
ITEM001251,ORD00496,PROD0093,1,24000,24000
ITEM001252,ORD00497,PROD0050,3,5000,15000
ITEM001253,ORD00498,PROD0042,1,9000,9000
ITEM001254,ORD00498,PROD0025,2,5000,10000
ITEM001255,ORD00499,PROD0026,1,5000,5000
ITEM001256,ORD00499,PROD0006,2,15000,30000
ITEM001257,ORD00499,PROD0086,1,22000,22000
ITEM001258,ORD00500,PROD0047,3,22000,66000
ITEM001259,ORD00501,PROD0071,2,20000,40000
ITEM001260,ORD00501,PROD0054,1,25000,25000
ITEM001261,ORD00501,PROD0112,1,12000,12000
ITEM001262,ORD00502,PROD0028,2,5000,10000
ITEM001263,ORD00503,PROD0092,1,25000,25000
ITEM001264,ORD00503,PROD0112,1,12000,12000
ITEM001265,ORD00503,PROD0090,1,12000,12000
ITEM001266,ORD00503,PROD0016,3,150000,450000
ITEM001267,ORD00504,PROD0112,2,12000,24000
ITEM001268,ORD00504,PROD0047,3,22000,66000
ITEM001269,ORD00504,PROD0034,1,20000,20000
ITEM001270,ORD00505,PROD0002,2,25000,50000
ITEM001271,ORD00506,PROD0009,2,12000,24000
ITEM001272,ORD00506,PROD0060,1,10000,10000
ITEM001273,ORD00506,PROD0052,3,12000,36000
ITEM001274,ORD00507,PROD0080,1,10000,10000
ITEM001275,ORD00507,PROD0083,3,12000,36000
ITEM001276,ORD00507,PROD0018,2,125000,250000
ITEM001277,ORD00507,PROD0054,1,25000,25000
ITEM001278,ORD00508,PROD0029,3,12000,36000
ITEM001279,ORD00508,PROD0030,1,10000,10000
ITEM001280,ORD00508,PROD0094,1,8000,8000
ITEM001281,ORD00508,PROD0022,1,45000,45000
ITEM001282,ORD00509,PROD0016,3,150000,450000
ITEM001283,ORD00510,PROD0005,2,25000,50000
ITEM001284,ORD00511,PROD0071,2,20000,40000
ITEM001285,ORD00511,PROD0118,2,38000,76000
ITEM001286,ORD00511,PROD0098,1,15000,15000
ITEM001287,ORD00511,PROD0045,2,25000,50000
ITEM001288,ORD00512,PROD0016,3,150000,450000
ITEM001289,ORD00512,PROD0007,2,20000,40000
ITEM001290,ORD00513,PROD0038,2,30000,60000
ITEM001291,ORD00514,PROD0106,1,25000,25000
ITEM001292,ORD00514,PROD0053,3,40000,120000
ITEM001293,ORD00514,PROD0036,2,35000,70000
ITEM001294,ORD00515,PROD0117,1,100000,100000
ITEM001295,ORD00515,PROD0081,1,12000,12000
ITEM001296,ORD00515,PROD0054,3,25000,75000
ITEM001297,ORD00516,PROD0117,2,100000,200000
ITEM001298,ORD00516,PROD0018,3,125000,375000
ITEM001299,ORD00516,PROD0028,3,5000,15000
ITEM001300,ORD00516,PROD0016,1,150000,150000
ITEM001301,ORD00517,PROD0006,3,15000,45000
ITEM001302,ORD00517,PROD0099,1,22000,22000
ITEM001303,ORD00517,PROD0031,1,35000,35000
ITEM001304,ORD00518,PROD0001,2,30000,60000
ITEM001305,ORD00518,PROD0114,1,50000,50000
ITEM001306,ORD00518,PROD0024,1,12000,12000
ITEM001307,ORD00519,PROD0009,3,12000,36000
ITEM001308,ORD00519,PROD0049,1,20000,20000
ITEM001309,ORD00519,PROD0010,1,18000,18000
